,ID,Name,Overall,Potential,Weak Foot,Skill Moves,Performance,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
15888,235807,A. Morley,58,72,3.0,2.0,56.0,44.0,49.0,44.0,64.0,58.0,56.0,48.0,38.0,62.0,59.0,68.0,69.0,72.0,52.0,78.0,56.0,53.0,55.0,53.0,48.0,38.0,42.0,56.0,60.0,47.0,52.0,36.0,43.0,41.0
15889,222496,M. Nikolić,58,65,2.0,2.0,56.0,40.0,59.0,45.0,48.0,56.0,62.0,50.0,46.0,43.0,64.0,62.0,61.0,70.0,55.0,67.0,58.0,63.0,58.0,63.0,57.0,52.0,22.0,54.0,49.0,53.0,48.0,25.0,25.0,20.0
15890,238880,J. Pestaña,58,72,3.0,2.0,56.0,23.0,22.0,57.0,45.0,24.0,22.0,24.0,29.0,22.0,43.0,57.0,61.0,41.0,56.0,66.0,38.0,51.0,59.0,59.0,22.0,50.0,59.0,30.0,29.0,35.0,44.0,65.0,58.0,53.0
15891,242721,E. Dick,58,65,2.0,1.0,57.2,9.0,10.0,20.0,30.0,10.0,10.0,14.0,11.0,34.0,10.0,50.0,40.0,32.0,52.0,30.0,30.0,60.0,25.0,75.0,10.0,35.0,12.0,5.0,52.0,11.0,30.0,14.0,25.0,20.0
15892,138786,B. Williams,58,58,2.0,1.0,55.2,13.0,12.0,13.0,28.0,13.0,19.0,9.0,13.0,32.0,29.0,50.0,46.0,61.0,64.0,52.0,22.0,71.0,28.0,70.0,13.0,38.0,23.0,14.0,37.0,38.0,67.0,11.0,13.0,15.0
15893,228642,J. Tilley,58,74,2.0,3.0,56.0,57.0,57.0,32.0,55.0,48.0,62.0,64.0,66.0,45.0,60.0,70.0,66.0,76.0,43.0,83.0,60.0,34.0,59.0,38.0,59.0,36.0,19.0,52.0,52.0,51.0,54.0,12.0,15.0,13.0
15894,224547,Liu Yingchen,58,59,2.0,2.0,57.0,38.0,35.0,41.0,63.0,11.0,53.0,15.0,15.0,47.0,64.0,71.0,74.0,70.0,60.0,66.0,25.0,58.0,72.0,77.0,68.0,61.0,45.0,52.0,53.0,24.0,67.0,43.0,55.0,58.0
15895,244515,C. Antwi,58,71,3.0,3.0,57.0,51.0,34.0,54.0,55.0,32.0,54.0,37.0,29.0,49.0,56.0,86.0,83.0,84.0,54.0,86.0,38.0,81.0,62.0,62.0,31.0,56.0,53.0,55.0,47.0,32.0,48.0,54.0,53.0,50.0
15896,238628,J. Albrecht,58,65,2.0,1.0,57.4,10.0,2.0,12.0,28.0,9.0,14.0,10.0,11.0,25.0,11.0,24.0,28.0,26.0,56.0,21.0,20.0,43.0,27.0,71.0,6.0,22.0,8.0,8.0,39.0,16.0,25.0,5.0,10.0,12.0
15897,242214,J. Sands,58,75,3.0,2.0,57.0,46.0,55.0,42.0,56.0,38.0,59.0,38.0,35.0,50.0,59.0,61.0,61.0,54.0,54.0,65.0,53.0,57.0,57.0,46.0,40.0,50.0,64.0,47.0,61.0,37.0,43.0,58.0,63.0,59.0
15898,242470,J. Muñoz,58,63,3.0,2.0,56.0,62.0,43.0,31.0,59.0,49.0,61.0,63.0,58.0,60.0,58.0,75.0,67.0,61.0,55.0,91.0,48.0,59.0,66.0,56.0,57.0,38.0,49.0,47.0,57.0,54.0,49.0,53.0,46.0,44.0
15899,240681,J. Hoekstra,58,69,3.0,1.0,58.6,11.0,8.0,13.0,25.0,5.0,10.0,11.0,13.0,28.0,11.0,25.0,22.0,37.0,39.0,23.0,19.0,30.0,24.0,46.0,9.0,27.0,12.0,7.0,38.0,18.0,41.0,9.0,14.0,14.0
15900,240170,K. Niemczycki,58,73,3.0,1.0,57.4,14.0,5.0,10.0,19.0,5.0,10.0,11.0,13.0,18.0,11.0,28.0,23.0,30.0,48.0,47.0,23.0,60.0,17.0,54.0,7.0,19.0,6.0,5.0,37.0,13.0,38.0,11.0,11.0,12.0
15901,240682,M. Al Subaie,58,66,4.0,2.0,56.0,51.0,38.0,48.0,60.0,31.0,56.0,37.0,38.0,49.0,57.0,74.0,74.0,68.0,54.0,71.0,48.0,62.0,56.0,58.0,35.0,55.0,52.0,56.0,55.0,38.0,42.0,46.0,50.0,49.0
15902,243242,Park Ji Min,58,74,3.0,1.0,56.6,14.0,6.0,12.0,18.0,8.0,5.0,10.0,13.0,29.0,15.0,33.0,25.0,25.0,56.0,32.0,21.0,45.0,17.0,30.0,8.0,20.0,10.0,4.0,42.0,18.0,57.0,24.0,12.0,12.0
15903,241963,H. Al Ghamdi,58,74,4.0,2.0,56.0,52.0,57.0,46.0,58.0,47.0,64.0,50.0,40.0,57.0,65.0,70.0,67.0,82.0,55.0,82.0,63.0,68.0,57.0,38.0,63.0,33.0,47.0,49.0,51.0,43.0,47.0,46.0,49.0,46.0
15904,243243,S. Ucar,58,72,3.0,2.0,56.0,41.0,30.0,53.0,63.0,29.0,51.0,34.0,32.0,53.0,56.0,64.0,62.0,73.0,54.0,80.0,49.0,59.0,52.0,50.0,46.0,57.0,57.0,36.0,48.0,38.0,42.0,57.0,62.0,60.0
15905,244524,N. Quindt,58,66,2.0,1.0,57.0,13.0,7.0,11.0,29.0,7.0,11.0,10.0,11.0,21.0,19.0,33.0,20.0,33.0,55.0,44.0,24.0,60.0,22.0,53.0,8.0,28.0,8.0,7.0,26.0,19.0,34.0,15.0,11.0,9.0
15906,245806,M. Kahrıman,58,73,3.0,2.0,57.0,39.0,60.0,67.0,48.0,45.0,56.0,39.0,38.0,34.0,53.0,64.0,63.0,51.0,59.0,78.0,56.0,68.0,54.0,37.0,61.0,29.0,18.0,57.0,50.0,67.0,53.0,15.0,20.0,15.0
15907,228143,S. Gubari,58,70,3.0,2.0,57.0,33.0,56.0,42.0,48.0,55.0,66.0,48.0,32.0,42.0,64.0,82.0,81.0,83.0,55.0,73.0,61.0,63.0,59.0,51.0,53.0,35.0,25.0,48.0,53.0,55.0,47.0,25.0,16.0,12.0
15908,244527,L. Mulaj,58,71,3.0,3.0,56.0,44.0,50.0,39.0,53.0,48.0,65.0,49.0,46.0,52.0,64.0,72.0,71.0,75.0,47.0,82.0,58.0,53.0,34.0,49.0,49.0,48.0,25.0,45.0,55.0,46.0,52.0,24.0,30.0,29.0
15909,228657,Z. Herivaux,58,69,3.0,2.0,56.0,43.0,52.0,48.0,59.0,40.0,65.0,45.0,40.0,57.0,58.0,63.0,40.0,66.0,59.0,60.0,69.0,49.0,65.0,54.0,55.0,59.0,44.0,52.0,52.0,47.0,53.0,54.0,50.0,42.0
15910,240945,G. McGregor,58,72,3.0,2.0,56.0,40.0,35.0,52.0,66.0,36.0,51.0,42.0,44.0,62.0,59.0,67.0,69.0,64.0,61.0,61.0,55.0,61.0,58.0,62.0,37.0,55.0,51.0,32.0,59.0,49.0,48.0,45.0,56.0,57.0
15911,228402,T. Campbell,58,65,3.0,3.0,57.0,45.0,58.0,45.0,52.0,49.0,62.0,51.0,33.0,39.0,59.0,71.0,73.0,72.0,52.0,82.0,56.0,58.0,72.0,62.0,52.0,42.0,34.0,57.0,52.0,60.0,50.0,25.0,28.0,26.0
15912,242994,K. Kesgin,58,74,2.0,2.0,56.0,51.0,46.0,54.0,63.0,52.0,58.0,62.0,48.0,60.0,60.0,64.0,67.0,83.0,60.0,80.0,51.0,71.0,57.0,70.0,45.0,62.0,45.0,56.0,50.0,47.0,44.0,49.0,50.0,57.0
15913,244018,M. Staniszewski,58,62,2.0,1.0,57.6,17.0,7.0,16.0,29.0,7.0,15.0,16.0,15.0,23.0,12.0,18.0,25.0,32.0,45.0,26.0,24.0,32.0,26.0,58.0,9.0,21.0,11.0,8.0,45.0,12.0,49.0,23.0,20.0,16.0
15914,232500,Y. Fortune,58,68,3.0,2.0,56.0,35.0,58.0,51.0,52.0,43.0,52.0,43.0,35.0,37.0,63.0,56.0,62.0,76.0,60.0,67.0,57.0,62.0,69.0,65.0,63.0,32.0,15.0,54.0,54.0,68.0,50.0,34.0,23.0,14.0
15915,238134,T. Cuello,58,79,3.0,2.0,57.0,54.0,50.0,45.0,57.0,45.0,62.0,49.0,42.0,48.0,61.0,73.0,74.0,73.0,59.0,71.0,52.0,41.0,38.0,45.0,44.0,45.0,32.0,50.0,51.0,45.0,54.0,36.0,34.0,37.0
15916,240950,Pedro Gonçalves,58,74,3.0,3.0,57.0,48.0,48.0,34.0,67.0,46.0,57.0,53.0,40.0,66.0,62.0,65.0,68.0,67.0,50.0,75.0,71.0,43.0,52.0,42.0,62.0,37.0,34.0,44.0,55.0,44.0,63.0,48.0,48.0,47.0
15917,245815,K. Ayong,58,67,3.0,2.0,57.0,25.0,62.0,70.0,53.0,48.0,52.0,30.0,26.0,43.0,51.0,55.0,55.0,53.0,52.0,55.0,55.0,66.0,60.0,66.0,52.0,53.0,25.0,55.0,47.0,61.0,44.0,18.0,18.0,23.0
15918,211768,L. Italiano,58,60,2.0,1.0,57.0,20.0,12.0,14.0,21.0,16.0,17.0,15.0,13.0,25.0,16.0,44.0,42.0,39.0,54.0,37.0,9.0,46.0,22.0,53.0,11.0,30.0,15.0,6.0,20.0,22.0,28.0,12.0,14.0,16.0
15919,228153,J. Powell,58,73,3.0,3.0,56.0,60.0,39.0,42.0,54.0,42.0,59.0,55.0,53.0,51.0,56.0,74.0,75.0,67.0,48.0,72.0,47.0,53.0,61.0,49.0,43.0,58.0,47.0,52.0,50.0,59.0,60.0,48.0,49.0,53.0
15920,228921,M. Urynowicz,58,64,3.0,2.0,56.0,29.0,58.0,61.0,52.0,47.0,55.0,42.0,32.0,48.0,54.0,59.0,62.0,63.0,52.0,60.0,56.0,79.0,59.0,69.0,55.0,27.0,14.0,55.0,48.0,59.0,54.0,38.0,12.0,14.0
15921,229945,E. Navarrete,58,67,2.0,2.0,57.0,60.0,40.0,39.0,62.0,44.0,57.0,64.0,43.0,55.0,62.0,78.0,68.0,74.0,58.0,71.0,49.0,71.0,48.0,52.0,31.0,31.0,59.0,36.0,37.0,47.0,52.0,49.0,48.0,57.0
15922,231481,T. Vassell,58,64,3.0,2.0,57.0,54.0,23.0,48.0,42.0,28.0,54.0,47.0,20.0,48.0,55.0,74.0,73.0,66.0,47.0,63.0,45.0,71.0,69.0,75.0,36.0,59.0,54.0,52.0,50.0,32.0,53.0,57.0,59.0,56.0
15923,239673,T. Cordner,58,68,3.0,2.0,57.0,33.0,26.0,60.0,40.0,35.0,32.0,32.0,37.0,31.0,41.0,53.0,50.0,51.0,51.0,64.0,43.0,72.0,62.0,67.0,25.0,50.0,56.0,32.0,31.0,43.0,51.0,59.0,62.0,58.0
15924,242233,G. Tryggvason,58,68,3.0,2.0,58.0,58.0,53.0,36.0,54.0,42.0,60.0,58.0,45.0,40.0,58.0,75.0,74.0,69.0,46.0,74.0,68.0,47.0,44.0,43.0,54.0,36.0,18.0,52.0,55.0,52.0,53.0,38.0,26.0,28.0
15925,241978,C. Higuera,58,72,3.0,1.0,55.8,10.0,8.0,14.0,19.0,6.0,14.0,10.0,14.0,18.0,18.0,27.0,30.0,35.0,58.0,47.0,23.0,67.0,21.0,54.0,9.0,17.0,10.0,7.0,46.0,16.0,38.0,19.0,13.0,13.0
15926,244282,M. Onuoha,58,68,3.0,2.0,57.0,52.0,29.0,44.0,53.0,29.0,54.0,48.0,31.0,41.0,56.0,77.0,78.0,75.0,45.0,76.0,38.0,64.0,67.0,61.0,26.0,47.0,56.0,38.0,38.0,30.0,42.0,57.0,55.0,53.0
15927,245818,A. Bacci,58,66,1.0,1.0,58.8,14.0,6.0,14.0,23.0,6.0,10.0,14.0,13.0,19.0,17.0,22.0,29.0,36.0,42.0,22.0,25.0,36.0,21.0,64.0,9.0,17.0,8.0,7.0,40.0,13.0,30.0,7.0,14.0,13.0
15928,238651,J. Hodek,58,68,3.0,2.0,56.0,38.0,32.0,43.0,58.0,35.0,47.0,32.0,43.0,59.0,55.0,61.0,60.0,76.0,52.0,72.0,49.0,70.0,62.0,61.0,36.0,62.0,52.0,40.0,52.0,45.0,51.0,56.0,58.0,59.0
15929,244284,Y. Letard,58,71,4.0,2.0,56.0,29.0,18.0,61.0,42.0,24.0,37.0,22.0,23.0,27.0,43.0,68.0,77.0,64.0,47.0,58.0,38.0,72.0,59.0,75.0,22.0,51.0,49.0,25.0,29.0,28.0,44.0,61.0,55.0,52.0
15930,233021,Han Xuan,58,59,3.0,2.0,57.0,26.0,16.0,51.0,40.0,30.0,33.0,30.0,30.0,30.0,44.0,49.0,51.0,37.0,43.0,31.0,31.0,71.0,69.0,85.0,25.0,52.0,56.0,22.0,34.0,36.0,40.0,59.0,56.0,57.0
15931,191805,R. Isomura,58,59,3.0,2.0,55.0,44.0,39.0,33.0,62.0,35.0,50.0,27.0,32.0,57.0,54.0,64.0,63.0,50.0,57.0,62.0,53.0,78.0,76.0,75.0,50.0,74.0,43.0,44.0,54.0,31.0,31.0,49.0,55.0,51.0
15932,236350,I. Lara,58,64,2.0,2.0,56.0,53.0,44.0,33.0,59.0,47.0,60.0,49.0,48.0,57.0,62.0,64.0,67.0,63.0,49.0,62.0,48.0,56.0,45.0,68.0,50.0,60.0,36.0,51.0,59.0,46.0,53.0,35.0,38.0,32.0
15933,243774,J. Jaime,58,67,2.0,1.0,57.4,13.0,8.0,10.0,20.0,9.0,11.0,12.0,12.0,29.0,19.0,15.0,19.0,37.0,49.0,44.0,18.0,62.0,37.0,37.0,7.0,20.0,10.0,6.0,30.0,10.0,40.0,18.0,10.0,12.0
15934,225087,F. Al Sagour,58,67,3.0,2.0,56.0,57.0,45.0,38.0,55.0,44.0,57.0,44.0,36.0,47.0,57.0,81.0,82.0,59.0,48.0,77.0,45.0,49.0,54.0,45.0,31.0,46.0,54.0,49.0,49.0,48.0,43.0,52.0,54.0,56.0
15935,233535,L. Hernández,58,70,3.0,2.0,57.0,52.0,33.0,47.0,60.0,45.0,54.0,50.0,40.0,58.0,56.0,55.0,68.0,60.0,60.0,65.0,55.0,63.0,60.0,61.0,37.0,60.0,56.0,47.0,53.0,52.0,49.0,59.0,56.0,57.0
15936,239423,N. da Silva,58,64,4.0,2.0,56.0,58.0,41.0,40.0,62.0,48.0,60.0,56.0,36.0,56.0,56.0,69.0,64.0,78.0,55.0,86.0,52.0,51.0,43.0,41.0,42.0,48.0,40.0,52.0,51.0,41.0,54.0,30.0,45.0,48.0
15937,241215,R. Hirosue,58,73,2.0,1.0,60.0,13.0,8.0,14.0,23.0,9.0,14.0,13.0,10.0,24.0,15.0,45.0,23.0,29.0,45.0,46.0,22.0,80.0,19.0,53.0,8.0,19.0,12.0,6.0,34.0,12.0,35.0,6.0,12.0,11.0
15938,224576,L. Croll,58,63,3.0,2.0,57.0,37.0,22.0,54.0,52.0,30.0,43.0,32.0,27.0,35.0,46.0,60.0,68.0,67.0,50.0,55.0,34.0,69.0,61.0,70.0,25.0,53.0,54.0,29.0,32.0,30.0,53.0,56.0,59.0,59.0
15939,229184,T. Baack,58,75,2.0,2.0,56.0,28.0,21.0,48.0,39.0,31.0,34.0,22.0,27.0,30.0,38.0,60.0,55.0,68.0,44.0,69.0,36.0,82.0,52.0,60.0,17.0,50.0,55.0,21.0,28.0,33.0,41.0,67.0,63.0,60.0
15940,245056,K. Bucker,58,68,3.0,1.0,56.2,10.0,5.0,10.0,21.0,7.0,13.0,10.0,9.0,18.0,15.0,30.0,32.0,30.0,60.0,26.0,24.0,32.0,24.0,54.0,8.0,20.0,13.0,4.0,30.0,13.0,40.0,7.0,12.0,14.0
15941,246336,M. Miljevic,58,78,2.0,2.0,57.0,45.0,40.0,54.0,60.0,38.0,52.0,41.0,47.0,57.0,58.0,57.0,55.0,59.0,60.0,66.0,57.0,63.0,54.0,50.0,37.0,63.0,54.0,50.0,46.0,49.0,57.0,55.0,59.0,62.0
15942,231233,M. Brink,58,70,3.0,2.0,56.0,54.0,58.0,34.0,62.0,43.0,59.0,53.0,46.0,59.0,58.0,64.0,69.0,75.0,54.0,63.0,51.0,58.0,55.0,52.0,48.0,48.0,48.0,47.0,63.0,42.0,48.0,34.0,42.0,37.0
15943,235841,A. Bakayoko,58,71,3.0,3.0,56.0,62.0,50.0,45.0,62.0,52.0,70.0,68.0,61.0,58.0,70.0,63.0,64.0,68.0,52.0,66.0,68.0,57.0,55.0,45.0,45.0,43.0,45.0,48.0,52.0,64.0,52.0,57.0,58.0,53.0
15944,236353,W. Tchuameni,58,70,3.0,2.0,56.0,29.0,51.0,63.0,53.0,49.0,57.0,31.0,28.0,28.0,64.0,54.0,58.0,54.0,51.0,49.0,56.0,70.0,58.0,86.0,41.0,40.0,17.0,53.0,50.0,53.0,62.0,23.0,20.0,20.0
15945,237121,D. İncedere,58,71,3.0,3.0,57.0,55.0,41.0,48.0,59.0,51.0,72.0,51.0,39.0,52.0,67.0,70.0,69.0,57.0,45.0,86.0,60.0,33.0,35.0,35.0,48.0,42.0,22.0,46.0,45.0,64.0,50.0,35.0,38.0,45.0
15946,235074,S. Kjellevold,58,65,2.0,1.0,58.6,12.0,6.0,10.0,20.0,5.0,8.0,10.0,10.0,16.0,18.0,27.0,32.0,27.0,47.0,43.0,24.0,61.0,28.0,58.0,7.0,29.0,20.0,8.0,35.0,10.0,38.0,11.0,13.0,11.0
15947,241474,J. Þorsteinsson,58,73,4.0,3.0,58.0,50.0,44.0,33.0,56.0,43.0,65.0,48.0,42.0,49.0,62.0,71.0,70.0,74.0,52.0,70.0,54.0,37.0,49.0,46.0,56.0,40.0,25.0,53.0,56.0,39.0,50.0,46.0,30.0,34.0
15948,237379,M. Worthington,58,70,3.0,2.0,56.0,43.0,33.0,53.0,61.0,42.0,54.0,48.0,47.0,57.0,61.0,62.0,60.0,62.0,54.0,69.0,51.0,64.0,63.0,63.0,41.0,65.0,55.0,54.0,57.0,52.0,52.0,55.0,58.0,55.0
15949,230980,J. Tratt,58,64,2.0,2.0,57.0,54.0,39.0,58.0,56.0,29.0,54.0,39.0,33.0,49.0,56.0,64.0,66.0,56.0,54.0,52.0,45.0,68.0,66.0,77.0,32.0,67.0,54.0,45.0,45.0,36.0,44.0,60.0,57.0,51.0
15950,192580,J. Kelly,58,58,3.0,2.0,57.0,54.0,55.0,52.0,53.0,45.0,57.0,45.0,39.0,41.0,57.0,71.0,73.0,68.0,52.0,73.0,51.0,72.0,63.0,52.0,53.0,56.0,17.0,57.0,56.0,62.0,55.0,23.0,17.0,17.0
15951,236613,L. Grill,58,76,3.0,1.0,56.8,8.0,5.0,14.0,24.0,6.0,10.0,10.0,8.0,20.0,12.0,36.0,43.0,40.0,53.0,29.0,14.0,56.0,31.0,60.0,5.0,20.0,8.0,6.0,23.0,11.0,24.0,10.0,14.0,11.0
15952,224582,D. Lyon,58,67,2.0,2.0,56.0,50.0,39.0,38.0,63.0,46.0,55.0,46.0,35.0,58.0,59.0,65.0,69.0,73.0,53.0,73.0,51.0,45.0,71.0,64.0,41.0,57.0,50.0,42.0,45.0,50.0,51.0,52.0,53.0,52.0
15953,233030,F. Pizzicanella,58,66,2.0,1.0,56.8,10.0,7.0,12.0,20.0,5.0,9.0,9.0,13.0,25.0,12.0,32.0,36.0,35.0,61.0,33.0,25.0,49.0,25.0,56.0,9.0,20.0,12.0,8.0,20.0,15.0,40.0,22.0,12.0,10.0
15954,238919,J. Pantemis,58,68,2.0,1.0,57.6,14.0,6.0,13.0,15.0,5.0,9.0,13.0,10.0,27.0,12.0,38.0,32.0,22.0,53.0,43.0,18.0,62.0,34.0,60.0,9.0,23.0,12.0,4.0,27.0,10.0,37.0,8.0,12.0,14.0
15955,231752,R. Wilmots,58,68,3.0,2.0,57.0,43.0,53.0,57.0,60.0,47.0,56.0,49.0,45.0,57.0,61.0,58.0,67.0,68.0,52.0,67.0,65.0,64.0,71.0,64.0,55.0,55.0,47.0,58.0,57.0,46.0,52.0,35.0,42.0,37.0
15956,233288,E. Boyle,58,70,2.0,2.0,57.0,53.0,22.0,53.0,52.0,27.0,56.0,47.0,25.0,50.0,55.0,74.0,79.0,66.0,41.0,58.0,51.0,73.0,78.0,74.0,40.0,61.0,52.0,45.0,31.0,35.0,46.0,55.0,53.0,53.0
15957,239689,M. Sprang,58,67,3.0,1.0,56.6,12.0,12.0,12.0,19.0,12.0,11.0,13.0,14.0,25.0,10.0,18.0,16.0,19.0,57.0,29.0,17.0,32.0,32.0,38.0,10.0,12.0,10.0,11.0,59.0,11.0,18.0,8.0,14.0,13.0
15958,245321,R. Acquah,58,67,3.0,2.0,56.0,44.0,28.0,53.0,62.0,28.0,53.0,38.0,40.0,50.0,56.0,74.0,71.0,64.0,61.0,59.0,47.0,62.0,48.0,64.0,30.0,62.0,52.0,36.0,37.0,48.0,46.0,62.0,60.0,59.0
15959,232778,M. Wada,58,67,3.0,2.0,56.0,34.0,63.0,50.0,37.0,37.0,53.0,47.0,34.0,26.0,47.0,78.0,76.0,67.0,55.0,67.0,57.0,69.0,65.0,73.0,50.0,28.0,18.0,55.0,43.0,57.0,52.0,22.0,16.0,10.0
15960,246602,A. Canessa,58,73,3.0,2.0,56.0,31.0,63.0,61.0,43.0,37.0,50.0,37.0,30.0,30.0,56.0,59.0,61.0,54.0,51.0,50.0,55.0,64.0,54.0,65.0,53.0,49.0,16.0,58.0,45.0,60.0,49.0,19.0,20.0,16.0
15961,237133,R. Cagnon,58,71,1.0,1.0,57.4,11.0,6.0,15.0,22.0,8.0,13.0,14.0,11.0,28.0,12.0,31.0,20.0,32.0,45.0,27.0,26.0,35.0,20.0,73.0,7.0,28.0,14.0,5.0,31.0,12.0,49.0,10.0,14.0,12.0
15962,238157,M. Roerslev,58,75,3.0,3.0,57.0,60.0,32.0,42.0,56.0,37.0,59.0,53.0,35.0,51.0,59.0,75.0,77.0,70.0,50.0,69.0,51.0,69.0,67.0,59.0,40.0,49.0,50.0,55.0,50.0,35.0,45.0,53.0,55.0,54.0
15963,207950,A. Azeez,58,62,3.0,2.0,56.0,39.0,55.0,53.0,48.0,48.0,55.0,37.0,29.0,41.0,50.0,89.0,87.0,76.0,57.0,59.0,54.0,63.0,60.0,59.0,49.0,29.0,15.0,54.0,47.0,59.0,62.0,39.0,19.0,16.0
15964,236622,M. Holzer,58,69,4.0,2.0,57.0,31.0,57.0,63.0,45.0,54.0,56.0,51.0,24.0,22.0,55.0,66.0,65.0,52.0,49.0,56.0,66.0,65.0,55.0,64.0,46.0,49.0,16.0,53.0,45.0,55.0,49.0,40.0,26.0,24.0
15965,234319,L. Travis,58,72,3.0,2.0,57.0,48.0,40.0,48.0,65.0,34.0,55.0,38.0,40.0,57.0,58.0,63.0,63.0,55.0,59.0,66.0,37.0,65.0,78.0,58.0,45.0,69.0,56.0,46.0,47.0,44.0,39.0,62.0,63.0,61.0
15966,240719,Mario Sánchez,58,66,3.0,2.0,57.0,55.0,28.0,54.0,43.0,37.0,66.0,40.0,38.0,35.0,45.0,71.0,55.0,57.0,54.0,65.0,32.0,68.0,53.0,57.0,30.0,63.0,57.0,49.0,36.0,43.0,45.0,45.0,69.0,72.0
15967,246351,Valery,58,75,3.0,3.0,57.0,54.0,53.0,39.0,56.0,48.0,62.0,54.0,48.0,51.0,59.0,69.0,67.0,60.0,54.0,65.0,51.0,44.0,47.0,45.0,53.0,37.0,27.0,52.0,53.0,52.0,56.0,24.0,27.0,25.0
15968,221264,R. Al Ghamdi,58,65,3.0,2.0,56.0,44.0,55.0,53.0,65.0,33.0,60.0,41.0,41.0,58.0,57.0,72.0,71.0,61.0,53.0,53.0,55.0,72.0,64.0,63.0,34.0,59.0,48.0,55.0,46.0,37.0,43.0,21.0,41.0,45.0
15969,244560,C. Gutiérrez,58,73,3.0,2.0,56.0,43.0,45.0,37.0,64.0,54.0,62.0,58.0,50.0,60.0,60.0,55.0,58.0,56.0,56.0,69.0,55.0,55.0,49.0,54.0,42.0,43.0,34.0,58.0,60.0,45.0,60.0,34.0,30.0,35.0
15970,190033,D. Webster,58,59,3.0,2.0,57.0,52.0,40.0,57.0,58.0,23.0,48.0,22.0,40.0,55.0,54.0,31.0,39.0,43.0,47.0,32.0,57.0,48.0,46.0,76.0,44.0,55.0,52.0,44.0,43.0,33.0,55.0,54.0,59.0,60.0
15971,207442,Kim Hyo Gi,58,58,2.0,3.0,57.0,27.0,63.0,58.0,49.0,48.0,56.0,32.0,30.0,26.0,52.0,63.0,64.0,62.0,55.0,64.0,63.0,54.0,57.0,57.0,49.0,35.0,11.0,52.0,43.0,64.0,58.0,26.0,18.0,12.0
15972,48722,J. Inamoto,58,58,3.0,2.0,57.0,62.0,50.0,63.0,64.0,54.0,57.0,50.0,61.0,57.0,64.0,51.0,39.0,50.0,47.0,59.0,68.0,46.0,30.0,51.0,60.0,72.0,53.0,55.0,63.0,58.0,60.0,56.0,67.0,52.0
15973,223827,J. McDonnell,58,66,2.0,1.0,57.6,12.0,11.0,13.0,34.0,12.0,10.0,17.0,13.0,36.0,23.0,27.0,29.0,26.0,50.0,25.0,21.0,34.0,27.0,36.0,15.0,16.0,11.0,10.0,20.0,22.0,38.0,11.0,15.0,13.0
15974,242515,W. Ali,58,73,3.0,3.0,56.0,46.0,56.0,40.0,46.0,42.0,68.0,46.0,35.0,29.0,65.0,70.0,71.0,76.0,54.0,74.0,56.0,52.0,64.0,63.0,48.0,32.0,13.0,58.0,47.0,50.0,43.0,22.0,11.0,16.0
15975,243795,A. Jakobsen,58,72,2.0,2.0,56.0,38.0,57.0,60.0,44.0,44.0,50.0,34.0,35.0,36.0,53.0,74.0,73.0,65.0,61.0,62.0,53.0,68.0,59.0,59.0,44.0,58.0,18.0,58.0,49.0,50.0,62.0,26.0,19.0,17.0
15976,244819,L. Bonilla,58,66,3.0,2.0,56.0,48.0,34.0,32.0,67.0,42.0,59.0,44.0,35.0,62.0,55.0,73.0,79.0,80.0,42.0,74.0,53.0,52.0,79.0,68.0,36.0,33.0,20.0,38.0,49.0,49.0,48.0,25.0,25.0,30.0
15977,234836,T. Duman,58,70,3.0,2.0,56.0,39.0,43.0,53.0,63.0,43.0,58.0,48.0,42.0,57.0,59.0,67.0,55.0,68.0,55.0,74.0,52.0,62.0,59.0,60.0,47.0,49.0,46.0,54.0,57.0,45.0,52.0,49.0,49.0,51.0
15978,235860,M. Woud,58,73,2.0,1.0,55.4,14.0,10.0,14.0,18.0,10.0,11.0,13.0,12.0,15.0,13.0,31.0,15.0,39.0,62.0,28.0,24.0,37.0,20.0,57.0,10.0,25.0,13.0,10.0,28.0,10.0,43.0,10.0,13.0,13.0
15979,239444,J. Löwe,58,74,3.0,2.0,57.0,42.0,56.0,32.0,58.0,55.0,57.0,49.0,60.0,52.0,60.0,65.0,66.0,81.0,48.0,91.0,56.0,65.0,57.0,38.0,40.0,41.0,34.0,53.0,59.0,56.0,50.0,44.0,40.0,31.0
15980,233813,B. Rivas,58,72,3.0,2.0,56.0,32.0,38.0,52.0,61.0,32.0,45.0,38.0,38.0,58.0,59.0,63.0,55.0,74.0,63.0,76.0,44.0,82.0,71.0,56.0,44.0,56.0,55.0,48.0,57.0,44.0,45.0,53.0,53.0,56.0
15981,241493,S. Cartwright,58,70,2.0,2.0,56.0,41.0,20.0,55.0,46.0,21.0,46.0,28.0,26.0,38.0,38.0,63.0,66.0,60.0,54.0,62.0,29.0,59.0,53.0,64.0,24.0,54.0,58.0,38.0,37.0,38.0,43.0,54.0,61.0,58.0
